operator_id,operator_name,operator_email,operator_phone,operator_website,consolidated_name,duplicate_count,all_ids,is_generic
ABR914326541737,Röderland GmbH,roederland-gmbh@t-online.de,0353412168,,Röderland GmbH,1,ABR914326541737,False
ABR969304061882,Römer Bioenergie Erzeugung u. Vermarktung GmbH ＆ Co. KG,,,,Römer Bioenergie Erzeugung u. Vermarktung GmbH ＆ Co. KG,1,ABR969304061882,False
ABR975363273418,Röring Bioenergie KG,roering@t-online.de,0160/97270984,,Röring Bioenergie KG,1,ABR975363273418,False
ABR904486014981,Rösch Terra GmbH,info@wir-sind-die-lausitz.com,+493575127351,www.wir-sind-die-lausitz.com,Rösch Terra GmbH,1,ABR904486014981,False
ABR932570081052,Rösing GbR,,,,Rösing GbR,1,ABR932570081052,False
ABR915805643942,Rück Biogas GmbH ＆ Co. KG,rueck.biogas@t-online.de,09875/1381,,Rück Biogas GmbH ＆ Co. KG,1,ABR915805643942,False
ABR951763692059,Rühl GbR,,,,Rühl GbR,1,ABR951763692059,False
ABR976881357925,Rümland Biogas GmbH ＆ Co. KG,thomas.mauderer@googlemail.com,046271555,,Rümland Biogas GmbH ＆ Co. KG,1,ABR976881357925,False
ABR935014608761,Rüsterbergen Biogas GmbH ＆ Co. KG,,,,Rüsterbergen Biogas GmbH ＆ Co. KG,1,ABR935014608761,False
ABR930265356393,S + L Bioenergie GmbH,juergen.laue@gmx.de,,,S + L Bioenergie GmbH,1,ABR930265356393,False
ABR980711357399,S ＆ O Biogas GmbH ＆ Co. KG,dennis.otten80@t-online.de,,,S ＆ O Biogas GmbH ＆ Co. KG,1,ABR980711357399,False
ABR937987546491,S ＆ W Raken GmbH ＆ Co. KG,,,,S ＆ W Raken GmbH ＆ Co. KG,1,ABR937987546491,False
ABR907615913964,S+H Biogas GbR,,,,S+H Biogas GbR,1,ABR907615913964,False
ABR903898330870,S+R Bioenergie GbR,florian@schneider-friedberg.de,1718946139,,S+R Bioenergie GbR,1,ABR903898330870,False
ABR925028607102,S-W-Z Biogas GmbH ＆ Co.KG,Henrik.zuehlsdorf@gmx.de,05433913781,,S-W-Z Biogas GmbH ＆ Co.KG,1,ABR925028607102,False
ABR996594902304,S. Bauer Bioenergie GmbH ＆ Co. KG,sebastianbauer@gmx.de,09937903110,,S. Bauer Bioenergie GmbH ＆ Co. KG,1,ABR996594902304,False
ABR993009300540,S. u. B. Freitag Biogas GbR,info@bruno-freitag.de,08756580,,S. u. B. Freitag Biogas GbR,1,ABR993009300540,False
ABR926117711076,S.E Energie GmbH & Co. KG,thomasschoenenberger@web.de,01522/4829862,,S.E Energie GmbH & Co. KG,1,ABR926117711076,False
ABR959384635707,SABS-GmbH,landwirtschaft-schedl@outlook.de,01715543520,,SABS-GmbH,1,ABR959384635707,False
ABR943310923617,SAG Sadisdorfer Agrar AG,,,,SAG Sadisdorfer Agrar AG,1,ABR943310923617,False
ABR938787014425,SAHO Energie GmbH,info@saho-energie.de,07471 / 975482,,SAHO Energie GmbH,1,ABR938787014425,False
ABR937024359985,SAHO Kraft - Wärme UG (haftungsbeschränkt),,,,SAHO Kraft - Wärme UG (haftungsbeschränkt),1,ABR937024359985,False
ABR995226065219,SAS Schneider Agrar Service GmbH,info@schneider-zipplingen.de,,,SAS Schneider Agrar Service GmbH,1,ABR995226065219,False
ABR911316756416,SAT-BHKW-FFO-Mailach GmbH＆Co.KG,,,,SAT-BHKW-FFO-Mailach GmbH＆Co.KG,1,ABR911316756416,False
ABR914268450760,SB Solar Bardenitz,agrar-bardenitz@t-online.de,03374815216,,SB Solar Bardenitz,1,ABR914268450760,False
ABR980581604562,SBG GmbH ＆ Co. KG,ms@sbg-bioenergie.de,06429 8293085,,SBG GmbH ＆ Co. KG,1,ABR980581604562,False
ABR983312704074,SBM GmbH,josef.siemer6@ewetel.net,04447313,,SBM GmbH,1,ABR983312704074,False
ABR956163661216,SBW Biogas Lelbach GmbH,Behlelelbach@t-online.de,05631/64471,,SBW Biogas Lelbach GmbH,1,ABR956163661216,False
ABR900020220917,SDE Biogas GmbH ＆ Co. KG,,,,SDE Biogas GmbH ＆ Co. KG,1,ABR900020220917,False
ABR930332146612,SE-MI Bioenergie,lechner-biberbach@t-online.de,09972/3962,,SE-MI Bioenergie,1,ABR930332146612,False
ABR976396908070,SE-TECH Energie GmbH ＆ Co. KG,farwick@setech-energie.de,05475-9585085,www.setech-energie.de,SE-TECH Energie GmbH ＆ Co. KG,1,ABR976396908070,False
ABR946901062474,SE-TECH energielenker GmbH ＆ Co. KG,info@energielenker.de,025127601101,www.energielenker.de,SE-TECH energielenker GmbH ＆ Co. KG,1,ABR946901062474,False
ABR935329103647,SEB-Solar Energie ＆ Biowärme,seb@brennholz-altdorf.de,01703288554,www.brennholz-altdorf.de,SEB-Solar Energie ＆ Biowärme,1,ABR935329103647,False
ABR937325884971,SEF-Energietechnik GmbH,,,,SEF-Energietechnik GmbH,1,ABR937325884971,False
ABR997648250792,SEFE Storage GmbH,kontakt@sefe-storage.de,+49561998583333,https://www.sefe-storage.de/,SEFE Storage GmbH,1,ABR997648250792,False
ABR920512852037,SES Bioenergie GbR,Susanne.seeger@ewetel.net,,,SES Bioenergie GbR,1,ABR920512852037,False
ABR974061719655,SES Bioenergie Weinheim Gbr,,,,SES Bioenergie Weinheim Gbr,1,ABR974061719655,False
ABR940430796596,SES Biogas GmbH ＆ Co KG,Susanne.seeger@ewetel.net,,,SES Biogas GmbH ＆ Co KG,1,ABR940430796596,False
ABR955538708297,SEVA-tec GmbH,schulz@seva-tec.de,0443593090,www.seva-tec.de,SEVA-tec GmbH,1,ABR955538708297,False
ABR908265101213,SEWA GbR,sewa-rott@t-online.de,,,SEWA GbR,1,ABR908265101213,False
ABR971746605197,SF-Biogas GmbH ＆ Co.KG,Stefan-Schweigart@t-online.de,073024812,,SF-Biogas GmbH ＆ Co.KG,1,ABR971746605197,False
ABR932254951930,SG Biogas GmbH ＆ Co.KG,,,,SG Biogas GmbH ＆ Co.KG,1,ABR932254951930,False
ABR902062723906,SGS Bioenergie GmbH ＆ Co. KG,mastr@sgs-info.de,028652489380,,SGS Bioenergie GmbH ＆ Co. KG,1,ABR902062723906,False
ABR907118531221,SH Biogaserzeugung Hülseburg GmbH ＆ Co.KG,info-as@lw-service.de,04545214,,SH Biogaserzeugung Hülseburg GmbH ＆ Co.KG,1,ABR907118531221,False
ABR943486742616,SHJ Eßer GbR,,,,SHJ Eßer GbR,1,ABR943486742616,False
ABR900480835683,SHW GmbH ＆ Co.KG,sthinnemann@t-online.de,038331-80024,,SHW GmbH ＆ Co.KG,1,ABR900480835683,False
ABR923686914693,SHZ Stedtener Holzzentrum GmbH,info-SHZ@kutz-tischlerei.de,034774 / 41785,,SHZ Stedtener Holzzentrum GmbH,1,ABR923686914693,False
ABR980944946568,SIS Bioenergie GbR,,,,SIS Bioenergie GbR,1,ABR980944946568,False
ABR917599490368,SJS Biogas GmbH ＆ Co.KG,dietmar.jeppe@web.de,015231973340,,SJS Biogas GmbH ＆ Co.KG,1,ABR917599490368,False
ABR909968819528,SK Biogas Produktions GmbH ＆ Co. KG,info@schulte-kerssens.de,05954 9125,,SK Biogas Produktions GmbH ＆ Co. KG,1,ABR909968819528,False
ABR947102982547,SK-Agrardienstleistungs Gbr.,info@sk-agrar.de,01608026039,,SK-Agrardienstleistungs Gbr.,1,ABR947102982547,False
ABR918582293829,SKS Schulze König Ferkelaufzucht KG,koenig@sks-sau.de,0255293660,sks-sau.de,SKS Schulze König Ferkelaufzucht KG,1,ABR918582293829,False
ABR960612825029,SKS Schulze König Zucht- und Nutztiere GmbH ＆ Co.KG,koenig@sks-sau.de,0255293660,sks-sau.de,SKS Schulze König Zucht- und Nutztiere GmbH ＆ Co.KG,1,ABR960612825029,False
ABR967590850968,SKW Biogas GmbH,,,,SKW Biogas GmbH,1,ABR967590850968,False
ABR985690379400,SKW Speicherkraftwerk GmbH,info@danpower.de,+49331237820,www.danpower.de,SKW Speicherkraftwerk GmbH,1,ABR985690379400,False
ABR980428673447,SL Energie GmbH,,,,SL Energie GmbH,1,ABR980428673447,False
ABR978797016804,SL Gartenbau GmbH,,,,SL Gartenbau GmbH,1,ABR978797016804,False
ABR997962300838,SL Schwanteland GmbH,,,,SL Schwanteland GmbH,1,ABR997962300838,False
ABR975961829284,SLK-Kliniken Heilbronn GmbH,alexander.krapf@slk-kliniken.de,07131 / 49-42222,,SLK-Kliniken Heilbronn GmbH,1,ABR975961829284,False
ABR968637497757,SM Energy Ökostrom GmbH,,,,SM Energy Ökostrom GmbH,1,ABR968637497757,False
ABR984143895771,SME Kraftwerke GmbH,,,,SME Kraftwerke GmbH,1,ABR984143895771,False
ABR904671901713,SME Kraftwerke Vermögensverwaltung GmbH ＆ Co. KG,m.sporrer@sm-energy.de,09633-400767-0,,SME Kraftwerke Vermögensverwaltung GmbH ＆ Co. KG,1,ABR904671901713,False
ABR987754028002,SMH-Biogas GmbH ＆ Co. KG,SHM.biogas@web.de,0172/7624149,,SMH-Biogas GmbH ＆ Co. KG,1,ABR987754028002,False
ABR987908728673,SMS Besitz GmbH ＆ Co KG,agrarzilly@googlemail.com,0151-65656305,,SMS Besitz GmbH ＆ Co KG,1,ABR987908728673,False
ABR994375741173,SNW GmbH ＆ Co. KG,c.knodt@deutsche-tomaten.de,02151 791013,,SNW GmbH ＆ Co. KG,1,ABR994375741173,False
ABR944470827609,SONAT Strobl GmbH ＆ Co KG,,,,SONAT Strobl GmbH ＆ Co KG,1,ABR944470827609,False
ABR970850911620,SOWAG mbH,,,,SOWAG mbH,1,ABR970850911620,False
ABR989316016533,SP Energie GmbH ＆ Co. KG,,,,SP Energie GmbH ＆ Co. KG,1,ABR989316016533,False
ABR955018592637,SP Power GbR,,,,SP Power GbR,1,ABR955018592637,False
ABR954233229144,SSB Energie GmbH ＆ Co. KG,,,,SSB Energie GmbH ＆ Co. KG,1,ABR954233229144,False
ABR907734546005,ST-Bioenergie GmbH ＆ Co.KG.,,,,ST-Bioenergie GmbH ＆ Co.KG.,1,ABR907734546005,False
ABR902498975726,STADTWERKE KELHEIM GmbH ＆ Co KG,info@stadtwerke-kelheim.de,0944150320,www.stadtwerke-kelheim.de,STADTWERKE KELHEIM GmbH ＆ Co KG,1,ABR902498975726,False
ABR944096107796,STAWAG – Stadt- und Städteregionswerke Aachen AG,,,stawag.de,STAWAG – Stadt- und Städteregionswerke Aachen AG,1,ABR944096107796,False
ABR993086785032,STK-Biogas GbR,stk-biogas@email.de,+4997223055,,STK-Biogas GbR,1,ABR993086785032,False
ABR978160064531,STOBIO GmbH ＆ Co.KG,stobio@gmx.de,01773497745,,STOBIO GmbH ＆ Co.KG,1,ABR978160064531,False
ABR905413293967,STRUWA Biogas GmbH ＆ Co. KG,,,,STRUWA Biogas GmbH ＆ Co. KG,1,ABR905413293967,False
ABR917758213968,SVE GmbH,info@schneider-veith.de,089/61209290,,SVE GmbH,1,ABR917758213968,False
ABR940706431664,SW Biogas GmbH ＆ Co KG,rs19750@gmail.com,01736184064,,SW Biogas GmbH ＆ Co KG,1,ABR940706431664,False
ABR981158457680,SWD Bioenergie GbR,,,,SWD Bioenergie GbR,1,ABR981158457680,False
ABR900219991277,SWE Verwertung GmbH,frank.doering@stadtwerke-erfurt.de,0361 5644211,www.stadtwerke-erfurt.de,SWE Verwertung GmbH,1,ABR900219991277,False
ABR984576762947,SWF GbR,,,,SWF GbR,1,ABR984576762947,False
ABR907670171910,SWISS KRONO TEX,,,,SWISS KRONO TEX,1,ABR907670171910,False
ABR931138923605,SWK ENERGIE GmbH,,,,SWK ENERGIE GmbH,1,ABR931138923605,False
ABR948070381080,SWM Services GmbH,bieniek.christoph@swm.de,089-2361-2090,www.swm.de,SWM Services GmbH,1,ABR948070381080,False
ABR926412045777,SWP Stadtwerke Pforzheim,serviceline@stadtwerke-pforzheim.de,(07231) 3971-3971,www.stadtwerke-pforzheim.de,SWP Stadtwerke Pforzheim,1,ABR926412045777,False
ABR950379943371,SWS Energie GmbH,,,,SWS Energie GmbH,1,ABR950379943371,False
ABR957841327066,SWS Natur GmbH,,,,SWS Natur GmbH,1,ABR957841327066,False
ABR955909751808,SWT Stadtwerke Trier Versorgungs-GmbH,christine.seiler@swt.de,06517170,www.swt.de,SWT Stadtwerke Trier Versorgungs-GmbH,1,ABR955909751808,False
ABR918341014306,SWU Energie GmbH,tobias.ertle@swu.de,07311661695,,SWU Energie GmbH,1,ABR918341014306,False
ABR969817603722,SWW Wunsiedel GmbH,a.goehl@s-w-w.com; g.lang@s-w-w.com,0923218193150; 09232887200,www.s-w-w.com,SWW Wunsiedel GmbH,2,ABR969817603722; ABR984197294612,False
ABR918923216883,SZ Energy GmbH,h.schmid@holzrecycling-schmid.de,07323969920,,SZ Energy GmbH,1,ABR918923216883,False
ABR990907879833,SZM Energie R.Ulferts,naturenergie@gmx.net,049422057990,,SZM Energie R.Ulferts,1,ABR990907879833,False
ABR917974398920,Saalower Mast GmbH,vogel@saalower-agrar-gmbh.de,+493370368845,,Saalower Mast GmbH,1,ABR917974398920,False
ABR959572899683,Saat-Energie-FH GmbH,,,,Saat-Energie-FH GmbH,1,ABR959572899683,False
ABR916198639970,SachsenEnergie AG,service@SachsenEnergie.de,0351 468-0,https://www.sachsenenergie.de/,SachsenEnergie AG,1,ABR916198639970,False
ABR984166103044,Sachsenkraft GmbH,info@sachsenkraft.de,,www.sachsenkraft.de,Sachsenkraft GmbH,1,ABR984166103044,False
ABR928260542194,Sachsenwald Energy,andrea.schroeter@sachsenwald.de,04104979025,,Sachsenwald Energy,1,ABR928260542194,False
ABR959564218416,Sackmann Forst ＆ Energie GmbH,info@forst-energie.de,0170/8967444,www.forst-energie.de,Sackmann Forst ＆ Energie GmbH,1,ABR959564218416,False
ABR937308752631,Saergas GmbH  ＆ Co. KG,info@saergas.de,02574-9391026,www.saergas.de,Saergas GmbH ＆ Co. KG,1,ABR937308752631,False
ABR921592169893,Saggau S＆W GmbH ＆ Co. KG,Jan-Henning.Saggau@gmx.de,01715044606,,Saggau S＆W GmbH ＆ Co. KG,1,ABR921592169893,False
ABR947659188324,Saile Energie GbR,Saile-Duerrbachhof@t-online.de,+49 7472 22123,,Saile Energie GbR,1,ABR947659188324,False
ABR909358340618,Sailer Biogas GbR,,,,Sailer Biogas GbR,1,ABR909358340618,False
ABR997057002807,Salzberger Biogas GbR,,09952/1245,,Salzberger Biogas GbR,1,ABR997057002807,False
ABR918311090903,Samtgemeinde Gellersen,Katharina.Wehe@gellersen.de,041316727292,gellersen.de,Samtgemeinde Gellersen,1,ABR918311090903,False
ABR981534157470,Samtgemeinde Mittelweser,hochbau@sg-mittelweser.de,05761 7050,,Samtgemeinde Mittelweser,1,ABR981534157470,False
ABR973050954718,Samtgemeinde Zeven,L.Hermann@zeven.de,04281-716-0,www.zeven.de,Samtgemeinde Zeven,1,ABR973050954718,False
ABR988990973187,Sandbrink GmbH ＆ Co KG,info@hof-sandbrink.de,054391449,,Sandbrink GmbH ＆ Co KG,1,ABR988990973187,False
ABR977130417407,Sandering Energie GmbH ＆ Co. KG,d.sandering@sandering.com,05446997070,www.sandering.com,Sandering Energie GmbH ＆ Co. KG,1,ABR977130417407,False
ABR996799384820,Sandsteinhof Kückmann Biogas GmbH＆Co.KG,biogas@sandsteinhof.de,+49 160 8988664,,Sandsteinhof Kückmann Biogas GmbH＆Co.KG,1,ABR996799384820,False
ABR914055540148,Sangestrom KG,sangestrom.lindenhof@gmail.com,053471753,,Sangestrom KG,1,ABR914055540148,False
ABR947227410345,Sappi Alfeld,,05181/77-0,,Sappi Alfeld,1,ABR947227410345,False
ABR903459933366,Sappi Ehingen GmbH,ruediger.loechner@sappi.com,07391 501364,,Sappi Ehingen GmbH,1,ABR903459933366,False
ABR929338870607,Sarnekower Bioenergie GmbH ＆ Co. KG,Hendrik.ahlers@sarnekower-milch.de,015129806477,,Sarnekower Bioenergie GmbH ＆ Co. KG,1,ABR929338870607,False
ABR946448866290,Satellit Bioenergie Öschhof,brunomaier1@gmx.de,073564792,,Satellit Bioenergie Öschhof,1,ABR946448866290,False
ABR954126941016,Satelliten-BHKW Weiler am See GmbH＆Co KG,buehler-s@web.de,015118448756,,Satelliten-BHKW Weiler am See GmbH＆Co KG,1,ABR954126941016,False
ABR902084182989,Satzger Nah- und Fernwärme-GmbH ＆ Co. KG,satzgernfw@online.de,08340978402,,Satzger Nah- und Fernwärme-GmbH ＆ Co. KG,1,ABR902084182989,False
ABR992187811633,Saubach Biogas GmbH ＆ Co. KG,biogas@nooren.de,034465 85 95 0,,Saubach Biogas GmbH ＆ Co. KG,1,ABR992187811633,False
ABR912333009004,Sauenhaltung Farnstädt GmbH ＆ Co. KG,shf1@gmx.de,+49493477691967,,Sauenhaltung Farnstädt GmbH ＆ Co. KG,1,ABR912333009004,False
ABR973158877544,Sauenhaltung Thierbach GmbH,olaf.ziegenbalg@sakobe.de,039342-936630,www.lfd-holding.com,Sauenhaltung Thierbach GmbH,1,ABR973158877544,False
ABR926746548807,Sauenzuchtanlage Nebelschütz GmbH,sauenzucht@freenet.de,03578301010,,Sauenzuchtanlage Nebelschütz GmbH,1,ABR926746548807,False
ABR904267445416,Sauer Energie,u-sauer-alesheim@gmx.de,+499146677,,Sauer Energie,1,ABR904267445416,False
ABR971348424837,Sauerland Energie GmbH,info@horbacher-hof.de,02916817,,Sauerland Energie GmbH,1,ABR971348424837,False
ABR944144946841,Sauerwein Biogas GbR,astrid.sauerwein@freenet.de,06045/953498,,Sauerwein Biogas GbR,1,ABR944144946841,False
ABR935815893182,Sauter Naturstrom GmbH＆Co.KG,jankerhof@t-online.de,07357921366,,Sauter Naturstrom GmbH＆Co.KG,1,ABR935815893182,False
ABR987416098770,Sautter Biogas GbR,,,,Sautter Biogas GbR,1,ABR987416098770,False
ABR986632769402,Savarpa Bioenergie GmbH ＆ Co. KG,,,,Savarpa Bioenergie GmbH ＆ Co. KG,1,ABR986632769402,False
ABR923888347312,Sax Christian Biogas GbR,,,,Sax Christian Biogas GbR,1,ABR923888347312,False
ABR930262263052,Sax Johann Biogas Gbr,ih.sax@gmx.de,08082/226563,,Sax Johann Biogas Gbr,1,ABR930262263052,False
ABR956818657618,Schachner Energie GbR,,,,Schachner Energie GbR,1,ABR956818657618,False
ABR953023663885,Schad Biogas OHG,info@betonbearbeitung-schad.de,075689608573,,Schad Biogas OHG,1,ABR953023663885,False
ABR970771052655,Schadehorn Biogas GmbH ＆ Co. KG,info@tg-service-gmbh.de,04941 60497288,,Schadehorn Biogas GmbH ＆ Co. KG,1,ABR970771052655,False
ABR994106589654,Schafbauer BHKW GbR,s.schafbauer@gmx.de,,,Schafbauer BHKW GbR,1,ABR994106589654,False
ABR991411997075,"Schapfel GbR,  Michael und Anna Schreff",schapfelpower@t-online.de,08741-6714,,"Schapfel GbR, Michael und Anna Schreff",1,ABR991411997075,False
ABR948268899830,Scharl E＆T GbR,Tobi.Scharl@web.de,09621/85944,,Scharl E＆T GbR,1,ABR948268899830,False
ABR978686956099,Scharlhof-Energie Johannes Stein,scharlhof@web.de,081398649,,Scharlhof-Energie Johannes Stein,1,ABR978686956099,False
ABR911567130256,Scharrer Blockheizkraftwerk GmbH,,,,Scharrer Blockheizkraftwerk GmbH,1,ABR911567130256,False
ABR929732806455,Schefold Biogas GbR,f-schefold@t-online.de,073741509,,Schefold Biogas GbR,1,ABR929732806455,False
ABR972835276038,Scheibengraber Xaver und Stefan GbR,scheibengraber.michael@web.de,0151/50602113,,Scheibengraber Xaver und Stefan GbR,1,ABR972835276038,False
ABR910891758266,Scheibinger GbR,Scheibingerm994@googlemail.com,0170/2896341,,Scheibinger GbR,1,ABR910891758266,False
ABR950496619425,Scheifele ＆ Wollmann Biogas GmbH,wollmann.josef@t-online.de,0179 2986751,,Scheifele ＆ Wollmann Biogas GmbH,1,ABR950496619425,False
ABR916984527139,Scheitz Biogas GbR,elisabethscheitz@gmx.de,086387960,,Scheitz Biogas GbR,1,ABR916984527139,False
ABR941031627692,Scherer u. Häge GbR,,,,Scherer u. Häge GbR,1,ABR941031627692,False
ABR986198662407,Scheuerer Bioenergie GbR,,,,Scheuerer Bioenergie GbR,1,ABR986198662407,False
ABR937186963358,Scheufele Markus und Elisabeth GbR,markus.sch1@freenet.de,,,Scheufele Markus und Elisabeth GbR,1,ABR937186963358,False
ABR975730479252,Schick GmbH ＆ Co. KG,,,,Schick GmbH ＆ Co. KG,1,ABR975730479252,False
ABR954445372638,Schick Motoren- und Ersatzteilservice GmbH,,,,Schick Motoren- und Ersatzteilservice GmbH,1,ABR954445372638,False
ABR921791322839,Schildenergie GmbH ＆ Co. KG,gutsverwaltung@schildschwaig.de,08862/6007,,Schildenergie GmbH ＆ Co. KG,1,ABR921791322839,False
ABR933219711118,Schill GbR,,,,Schill GbR,1,ABR933219711118,False
ABR907593134504,Schilling Gbr Biogas,jt-schilling@t-online.de,+496562974757,,Schilling Gbr Biogas,1,ABR907593134504,False
ABR954342942088,Schillmöller Immobilien GmbH & Co. KG,info@schillmoeller-bakum.de,04446961169,,Schillmöller Immobilien GmbH & Co. KG,1,ABR954342942088,False
ABR979400332571,Schimmel Energie KG,p.schimmi@web.de,07947 2675,,Schimmel Energie KG,1,ABR979400332571,False
ABR924154052749,Schimpfle GbR,,,,Schimpfle GbR,1,ABR924154052749,False
ABR947603719420,Schlag Biogas GbR,info@ferienhof-schlag.de,016098204505,,Schlag Biogas GbR,1,ABR947603719420,False
ABR950303001689,Schlarmann ＆ Lückmann Biogas GmbH ＆ Co. KG,mb.lueckmann@gmail.com,04968969740,,Schlarmann ＆ Lückmann Biogas GmbH ＆ Co. KG,1,ABR950303001689,False
ABR975402484959,Schlatthof GbR Johannes und Markus Wehrle,markus_wehrle@t-online.de,077427010; +4977427101,,Schlatthof GbR Johannes und Markus Wehrle,2,ABR975402484959; ABR971614422604,False
ABR990117699405,Schlatthütter Naturstrom GmbH ＆co.KG,angelika_rieke@web.de,01734270723,,Schlatthütter Naturstrom GmbH ＆co.KG,1,ABR990117699405,False
ABR999998838446,Schlechte Biogas GmbH ＆ Co. KG,r-schlechte@gmx.de,015150576982,,Schlechte Biogas GmbH ＆ Co. KG,1,ABR999998838446,False
ABR949853193272,Schleich Biogas GbR,vestler@t-online.de,088617747,,Schleich Biogas GbR,1,ABR949853193272,False
ABR999943560767,Schlereth Biogas GbR,,,,Schlereth Biogas GbR,1,ABR999943560767,False
ABR950009427530,Schlesische Agrargenossenschaft Daubitz e.G.,ag-daubitz@gmx.de,03577240616,,Schlesische Agrargenossenschaft Daubitz e.G.,1,ABR950009427530,False
ABR901520596564,Schlickenrieder Biogas GbR,cs-885@web.de,07133945938,,Schlickenrieder Biogas GbR,1,ABR901520596564,False
ABR934437963945,Schliemann GmbH ＆ Co. KG,,,,Schliemann GmbH ＆ Co. KG,1,ABR934437963945,False
ABR935556053098,Schloss Hohen Luckow GmbH,,,,Schloss Hohen Luckow GmbH,1,ABR935556053098,False
ABR983736631406,"Schloss Hohenkammer GmbH, Gut Eichethof,",steber@schlosshohenkammer.de,,,"Schloss Hohenkammer GmbH, Gut Eichethof,",1,ABR983736631406,False
ABR968139306564,Schlossenergie GmbH ＆ Co. KG,bioenergie.minderoffingen@gmx.de,09086 920 63 40,,Schlossenergie GmbH ＆ Co. KG,1,ABR968139306564,False
ABR980833065899,Schlosshof Gaum GbR,lorenz.gaum@t-online.de,07358 1227,,Schlosshof Gaum GbR,1,ABR980833065899,False
ABR995024050080,Schlögel Kraftwerks GbR,aschloegel@gmx.de,08332 9369595,,Schlögel Kraftwerks GbR,1,ABR995024050080,False
ABR930699442570,Schlüter Biogas UG (haftungsbeschränkt) ＆ Co. KG,s.schlueter@hufscherhof.de,01737564924,,Schlüter Biogas UG (haftungsbeschränkt) ＆ Co. KG,1,ABR930699442570,False
ABR962433537389,Schmelz GbR,schmelz.gbr@gmail.com,01752643475,,Schmelz GbR,1,ABR962433537389,False
ABR940230329741,Schmid & Beer GbR,schmid.wolfgang71@gmx.de,0170/5344245,,Schmid & Beer GbR,1,ABR940230329741,False
ABR935494608756,Schmid AGRO GmbH ＆ Co.KG,,,,Schmid AGRO GmbH ＆ Co.KG,1,ABR935494608756,False
ABR952502224388,Schmid Besitzunternehmen Michael Schmid,michi95schmid@gmail.com,016094685466,,Schmid Besitzunternehmen Michael Schmid,1,ABR952502224388,False
ABR918152499156,Schmid Bioenergie GbR,bettina.lang73@gmx.de,09495/902060,,Schmid Bioenergie GbR,1,ABR918152499156,False
ABR997717945185,Schmid Bioenergie GmbH ＆ Co. KG,89584@gmx.de,,,Schmid Bioenergie GmbH ＆ Co. KG,1,ABR997717945185,False
ABR993059506992,Schmid Biostrom GbR,markus_schmid79@gmx.de,0803166288,,Schmid Biostrom GbR,1,ABR993059506992,False
ABR944325172700,Schmid Energie GbR,k.aschmidgbr@gmail.com,07953547,,Schmid Energie GbR,1,ABR944325172700,False
ABR980703729500,Schmid GmbH,lothar.schaule@schuh-schmid.com,01705803901,,Schmid GmbH,1,ABR980703729500,False
ABR959824149689,Schmidinger Energiehof GbR,johann.schmidinger@t-online.de,01705716390,,Schmidinger Energiehof GbR,1,ABR959824149689,False
ABR984146244279,Schmidt Agrar GmbH,schmidt-warzfelden@gmx.de,098241782,,Schmidt Agrar GmbH,1,ABR984146244279,False
ABR915465850964,Schmidt Biogas,schmidtbiogas.rbg@t-online.de,06048/950174,,Schmidt Biogas,1,ABR915465850964,False
ABR941947332680,Schmidt Biogas GbR,j.schmidtfarm@t-online.de,048323281,,Schmidt Biogas GbR,1,ABR941947332680,False
ABR964396372823,Schmidt Energie GmbH ＆ Co. KG,waermeversorgung@web.de,,,Schmidt Energie GmbH ＆ Co. KG,1,ABR964396372823,False
ABR926256841641,Schmitt Lohn und Energie GbR,Schmitt-k-h@t-online.de,065322898,,Schmitt Lohn und Energie GbR,1,ABR926256841641,False
ABR935217920707,Schmitz Agrarenergie GmbH ＆ Co. KG,antonius.schmitz@ewetel.net,0173 5456592,,Schmitz Agrarenergie GmbH ＆ Co. KG,1,ABR935217920707,False
ABR923846159353,Schmitz Naturgas GmbH ＆ Co. KG,sekretariat@energieundrecht.com,02214920100,,Schmitz Naturgas GmbH ＆ Co. KG,1,ABR923846159353,False
ABR971060166091,Schnaars GbR,ingo.schnaars@t-online.de,01724217221,,Schnaars GbR,1,ABR971060166091,False
ABR951351850595,Schnackenberg GmbH,schnackenberg_m@web.de,016097225348,,Schnackenberg GmbH,1,ABR951351850595,False
ABR999109935101,Schnatebüller Energie GmbH ＆ Co. KG,,,,Schnatebüller Energie GmbH ＆ Co. KG,1,ABR999109935101,False
ABR908155484105,Schnatebüller Ökostrom GmbH ＆ Co. KG,,,,Schnatebüller Ökostrom GmbH ＆ Co. KG,1,ABR908155484105,False
ABR935122487401,Schneider Biogas GmbH＆Co. KG,friedrichshof@schneider-landwirtschaft.de,06058910513,,Schneider Biogas GmbH＆Co. KG,1,ABR935122487401,False
ABR977885144610,Schneider Energie,schneider@heidweiler.com,01726808679,,Schneider Energie,1,ABR977885144610,False
ABR902847469890,Schneider Energie GmbH ＆ Co. KG,friedrichshof@schneider-landwirtschaft.de,06058910513,,Schneider Energie GmbH ＆ Co. KG,1,ABR902847469890,False
ABR980339670245,Schneider Energie und Dienstleistungen,,,,Schneider Energie und Dienstleistungen,1,ABR980339670245,False
ABR900082046951,Schneider GmbH,info@formholz.com,0956092240,,Schneider GmbH,1,ABR900082046951,True
ABR919714816176,Schnepf Bauträger GmbH,info@schnepf-gruppe.de,08405/924934,www.schnepf-gruppe.de,Schnepf Bauträger GmbH,1,ABR919714816176,False
