original_id,consolidated_id,consolidated_name
ABR972468682695,ABR972468682695,Biogasanlage Damelang  Roubroeks GbR
ABR985134700432,ABR985134700432,Biogasanlage Dewitz GmbH
ABR922218467126,ABR922218467126,Biogasanlage Domsdorfer Straße Forst GmbH ＆ Co. KG
ABR955885937395,ABR955885937395,Biogasanlage Drangstedt KG
ABR974476220906,ABR974476220906,Biogasanlage Falkenthal GmbH ＆ Co. KG
ABR968463909561,ABR968463909561,Biogasanlage Ferstl
ABR943865377996,ABR943865377996,Biogasanlage Fortwengel GbR
ABR984963850929,ABR984963850929,Biogasanlage Friedrichsfeld GmbH und Co. KG
ABR999947227017,ABR999947227017,Biogasanlage Friedrichshof GmbH ＆ Co. KG
ABR931162906223,ABR931162906223,Biogasanlage Ganz Gmbh ＆ Co. KG
ABR926021376606,ABR926021376606,Biogasanlage Geba GmbH ＆ Co. KG
ABR932545611642,ABR932545611642,Biogasanlage Geerdes GmbH ＆ Co. KG
ABR934840977591,ABR934840977591,Biogasanlage Grove GmbH ＆ Co. KG
ABR983923007700,ABR983923007700,Biogasanlage Groß Drewitz GmbH ＆ Co. KG
ABR918268843164,ABR918268843164,Biogasanlage Groß Ellershausen GmbH
ABR906908683614,ABR906908683614,Biogasanlage Großaich
ABR983117414048,ABR983117414048,Biogasanlage Grüner Weg GmbH ＆ Co. KG
ABR964826532063,ABR964826532063,Biogasanlage Havekost GmbH ＆ Co. KG
ABR956555194551,ABR956555194551,Biogasanlage Heidkamp GbR
ABR917517091578,ABR917517091578,Biogasanlage Heinrichsthal
ABR902868348365,ABR902868348365,Biogasanlage Hermeling GmbH ＆ Co. KG
ABR917755127442,ABR917755127442,Biogasanlage Hippen KG
ABR938121885247,ABR938121885247,Biogasanlage Hohenberg-Krusemark GmbH ＆ Co. KG
ABR965723906919,ABR965723906919,Biogasanlage Holzheim GmbH＆Co. KG
ABR935856323921,ABR935856323921,Biogasanlage Jürgenstorf GmbH
ABR952341155270,ABR952341155270,Biogasanlage Kees ＆ Nuscheler GmbH ＆ Co. KG
ABR906956207626,ABR906956207626,Biogasanlage Kilver
ABR917744858258,ABR917744858258,Biogasanlage Klein Wokern GmbH
ABR974795316045,ABR974795316045,Biogasanlage Knops UG ＆ CO KG
ABR946238908315,ABR946238908315,Biogasanlage Korgau GmbH
ABR985105332464,ABR985105332464,Biogasanlage Kruse GmbH ＆ Co. KG
ABR941996767860,ABR941996767860,Biogasanlage Kunrau GmbH
ABR975695497025,ABR975695497025,Biogasanlage L. Benzin GbR
ABR944823346054,ABR944823346054,Biogasanlage Lausitzring GmbH ＆ Co. KG
ABR982988766270,ABR982988766270,Biogasanlage Lehnen GbR
ABR998394589204,ABR998394589204,Biogasanlage Leuste GmbH ＆ Co. KG
ABR948571518909,ABR948571518909,Biogasanlage Lämmle-Hofmann GbR
ABR950692081132,ABR950692081132,Biogasanlage Mayerhofer GbR
ABR952194228725,ABR952194228725,Biogasanlage Meyer GmbH und Co. KG
ABR912161054245,ABR912161054245,Biogasanlage Miesterhorst GmbH
ABR907143904786,ABR907143904786,Biogasanlage Mölln GmbH ＆ Co. KG
ABR999037994683,ABR999037994683,Biogasanlage Ossenbeck GmbH ＆ Co. KG
ABR977708504362,ABR977708504362,Biogasanlage Pinnow GmbH ＆ Co.KG
ABR915956109106,ABR915956109106,Biogasanlage Reber GmbH ＆ Co. KG
ABR909202679116,ABR909202679116,Biogasanlage Reitbrook
ABR989930868242,ABR989930868242,Biogasanlage Rensmann GmbH ＆ Co. KG
ABR921674964880,ABR921674964880,Biogasanlage Schartmann GmbH ＆ Co. KG
ABR967817232300,ABR967817232300,Biogasanlage Schreyer GmbH ＆ Co. KG
ABR940415984543,ABR940415984543,Biogasanlage Schweez GmbH
ABR915752553035,ABR915752553035,Biogasanlage Specht GmbH ＆ Co. KG
ABR934457093905,ABR934457093905,Biogasanlage Tierzucht Gut Losten GmbH
ABR972578994985,ABR972578994985,Biogasanlage Trebelshain Neuber GbR
ABR979969937750,ABR979969937750,Biogasanlage Twenning GmbH ＆ Co. KG
ABR947933872963,ABR947933872963,Biogasanlage Udestedt GbR
ABR955542800710,ABR955542800710,Biogasanlage Udo Leemhuis KG
ABR954287197574,ABR954287197574,Biogasanlage Unterbüchler GbR
ABR943293151991,ABR943293151991,Biogasanlage Uphoff GmbH＆Co. KG
ABR941722275652,ABR941722275652,Biogasanlage Upschört GmbH & Co. KG
ABR986376117507,ABR986376117507,Biogasanlage Uschold Hermann
ABR969577666319,ABR969577666319,Biogasanlage Warburg GmbH ＆ Co. KG
ABR966181079429,ABR966181079429,Biogasanlage Wessling GmbH ＆ Co. KG
ABR931698684084,ABR931698684084,Biogasanlage an der Vogelzunge GmbH ＆ Co. KG
ABR974223201233,ABR974223201233,Biogasanlage ＆ Landwirtschaftsbetrieb Dirk Born
ABR916649724293,ABR916649724293,Biogasanlagen Düring GmbH ＆ Co. KG
ABR958090881804,ABR958090881804,Biogasanlagen Fischer KG
ABR973363055485,ABR973363055485,Biogasanlagen GbR Sellthüren
ABR926074133379,ABR926074133379,Biogasanlagen Winnige Gmbh＆CoKG
ABR901322682076,ABR901322682076,Biogasbetrieb Müller
ABR975326451273,ABR975326451273,Biogasenergie Bailer GmbH ＆ Co.KG
ABR943202591597,ABR943202591597,Biogasenergie Vogl GbR
ABR929197889215,ABR929197889215,Biogasfarm GmbH Projekt Bad Dürrenberg
ABR945115629510,ABR945115629510,Biogasfarm GmbH Projekt Karsdorf
ABR957058304263,ABR945115629510,Biogasfarm GmbH Projekt Karsdorf
ABR906553390806,ABR906553390806,Biogasfarm GmbH Projekt Löberitz
ABR982626982246,ABR982626982246,Biogasfarm GmbH Projekt Rosenbusch
ABR907609946596,ABR907609946596,Biogasfarm GmbH Rackith
ABR929343492924,ABR929343492924,Biogasfarm UG (haftungsbeschränkt) ＆ Co. KG Gollmitz
ABR951544201272,ABR951544201272,Biogasgemeinschaft Gehrden GbR
ABR929628883416,ABR929628883416,Biogasgemeinschaft Gröbmeyer ＆ Röhrmoser GbR
ABR991439817102,ABR991439817102,Biogasgemeinschaft Heiligkreuz Stromerzeuger eG
ABR924865053332,ABR924865053332,Biogasgemeinschaft Neualbenreuth GbR
ABR908496335524,ABR908496335524,Biogasgenossenschaft Kemnather Land e.G.
ABR915246308189,ABR915246308189,Biogasgesellschaft Almenhof mbh
ABR993701142202,ABR993701142202,Biogashof Betz GbR
ABR930093478717,ABR930093478717,Biogaspartner Bitburg
ABR933927549645,ABR933927549645,Biogaspartner Prüm GmbH
ABR909404714684,ABR909404714684,Biogasproduktion Hertel GbR
ABR995064385272,ABR995064385272,Biogasraffinerie Rätzlingen GmbH
ABR990960707265,ABR990960707265,Biogasstrom Merkel Henrik Merkel
ABR995461859123,ABR995461859123,Biogasverwertung Lommel GbR
ABR959588920951,ABR959588920951,Biogasverwertung Luckow GmbH
ABR958463553741,ABR958463553741,Biogaswärme B＆B GmbH
ABR992995753842,ABR992995753842,Biogenergie Feldscheide GmbH und Co. KG.
ABR944505324295,ABR944505324295,Biogs Pool 2 für Stadtwerke
ABR931247758556,ABR931247758556,Biogutvergärung Bietigheim GmbH
ABR914080471196,ABR914080471196,Biokon Leipzig GmbH
ABR911957132013,ABR911957132013,Biokraft Groß Lobke GmbH ＆ Co. KG
ABR935758035939,ABR935758035939,Biokraft Hasselberg GmbH ＆ Co.KG
ABR943576168692,ABR943576168692,Biokraft Linden GmbH ＆ Co.KG
ABR945360574634,ABR945360574634,Biokraft Neuenkirchen GmbH ＆ Co KG
ABR955826351440,ABR955826351440,Biokraft Nordhastedt GmbH ＆ Co. KG
ABR942575796554,ABR942575796554,Biokraft Nordholz GmbH & Co.KG
ABR958484476951,ABR958484476951,Biokraft Petersen GmbH ＆ Co. KG
ABR935769063112,ABR935769063112,Biokraft Randkanal Nord GmbH ＆ Co. KG
ABR936378866132,ABR936378866132,Biokraft Scheiderhöhe GmbH
ABR906017942565,ABR906017942565,Biokraft Schmuggerow GmbH ＆ Co.KG
ABR946494498612,ABR946494498612,Biokraft Stenneshöh GmbH & Co. KG Jens Peter Messer
ABR929058338692,ABR929058338692,Biokraft Wärme Fahrdorf GmbH ＆ Co.KG
ABR973917124001,ABR973917124001,Biokraftgesellschaft Moers/Dinslaken mbH
ABR915979132181,ABR915979132181,Biokraftwerk Deubler GbR
ABR904696215444,ABR904696215444,Biokraftwerk GbR
ABR972519086397,ABR972519086397,Biokraftwerk Hollje
ABR936675502658,ABR936675502658,Biokraftwerk Röshof GmbH ＆ Co. KG
ABR939938621516,ABR939938621516,Biolandhof Klein Biogas GmbH
ABR970337058374,ABR970337058374,Biologische Verwertungsgesellschaft Allgäu mbH
ABR950854458970,ABR950854458970,Biomasse Ade GmbH
ABR934462036188,ABR934462036188,Biomasse Energie Versorgung Domsland GmbH
ABR942549523872,ABR942549523872,Biomasse Energie Versorgung Luschendorf (BEVL) GmbH & Co. KG
ABR971234014524,ABR971234014524,Biomasse Heidenrod GmbH ＆ Co. KG
ABR929565467625,ABR929565467625,Biomasse Heizkraftwerk Herbrechtingen GmbH
ABR944706218935,ABR944706218935,Biomasse Heizkraftwerk Siegerland GmbH ＆ Co. KG
ABR942530405743,ABR942530405743,Biomasse Rhein-Main GmbH
ABR987051558523,ABR987051558523,Biomasse Sedlmeir GmbH ＆ Co.KG
ABR988294033976,ABR988294033976,Biomasse Wärmeverbund Aichach GmbH
ABR942957870681,ABR942957870681,Biomasse-Heizkraftwerk Ilmenau GmbH
ABR991195295770,ABR991195295770,Biomasse-Kraftwerk Fechenheim GmbH
ABR962275797118,ABR962275797118,Biomasseanlage Essenheim
ABR937155524764,ABR937155524764,Biomasseheizkraftwerk Goldbeck GmbH
ABR956671981813,ABR956671981813,Biomasseheizkraftwerk Zolling GmbH
ABR957360181866,ABR957360181866,Biomassehof Achental GmbH&Co.KG Wolfgang Wimmer
ABR911494841270,ABR911494841270,Biomassehof mit Vergärungs und Kompostieranlage GmbH＆Co.KG
ABR927396591977,ABR927396591977,Biomassekraftwerk Bordesholmer Land GmbH ＆ Co. KG
ABR925786476743,ABR925786476743,Biomassekraftwerk Gnutz GmbH ＆ Co. KG
ABR988835401769,ABR988835401769,Biomassekraftwerk Holling GmbH ＆ Co. KG
ABR937147461312,ABR937147461312,Biomethan Deister-Süntel GmbH ＆ Co. KG
ABR945763983156,ABR945763983156,Biomethan GmbH
ABR953056552859,ABR945763983156,Biomethan GmbH
ABR994453832977,ABR994453832977,Biomethan Groß-Hesepe GmbH ＆ Co. KG
ABR971497851065,ABR971497851065,Biomethan Menteroda GmbH c/o AVRIO Energie GmbH
ABR945543384616,ABR945543384616,Biomethan Nienborg GmbH ＆ Co. KG
ABR944403877992,ABR944403877992,Biomethan Osterby GmbH ＆ Co. KG
ABR907142735053,ABR907142735053,Biomethan Produktion Erdeborn GmbH
ABR945623055092,ABR945623055092,Biomethan Produktion Ottersberg GmbH
ABR943231902395,ABR943231902395,Biomethan Produktion Raizen GmbH
ABR906698494247,ABR906698494247,Biomethan Produktion Thierbach GmbH
ABR959354865295,ABR959354865295,Biomethan Produktion Torgelow GmbH
ABR984454599672,ABR984454599672,Biomethan Produktion Wallhausen GmbH
ABR999474035819,ABR999474035819,Biomethan Rhön-Grabfeld GmbH＆ Co. KG
ABR934896764459,ABR934896764459,Biomethan Soltau GmbH
ABR969972187402,ABR969972187402,Biomethan Zittau GmbH
ABR904001453998,ABR904001453998,Biomethananlage Mühlacker GmbH ＆ Co. KG
ABR900496441786,ABR900496441786,Biomotor
ABR912407719853,ABR912407719853,Bionenergie F. F. KG
ABR980767570087,ABR980767570087,Bionenergie Günterode GmbH ＆ Co.KG
ABR951088733093,ABR951088733093,Bionenergie Pollhöfen KuFa GbR
ABR973417185571,ABR973417185571,Bionergie Lünen GmbH ＆ Co. KG
ABR966287711070,ABR966287711070,Biooase Naudszus GbR
ABR974505766092,ABR974505766092,Biopark Gut Siegenthann GmbH
ABR960880081141,ABR960880081141,Biopellet Magdeburg GmbH ＆ Co. KG
ABR973780454168,ABR973780454168,Biopower Birkholz GmbH＆Co.KG
ABR966177214919,ABR966177214919,Biopower Dagger GmbH ＆ Co. KG
ABR900762752134,ABR900762752134,Biopower Pingel GbR
ABR998235865658,ABR998235865658,Biopower Rossla GmbH ＆ Co. KG
ABR988401974161,ABR988401974161,Biopower Schien GmbH ＆ Co. KG
ABR964347586927,ABR964347586927,Biopower Unternehmergesellschaft (haftungsbeschränkt)
ABR923053498979,ABR923053498979,Biopower Wilken-Keeve GmbH ＆ Co. KG
ABR978582566293,ABR978582566293,Bioraffinerie Elsteraue GmbH
ABR976636854839,ABR976636854839,Bioraffinerie Hadmersleben GmbH
ABR928065335663,ABR928065335663,Bioraffinerie Kanalhafen GmbH ＆ Co. KG
ABR945260775353,ABR945260775353,Bioraffinerie Magdeburg GmbH
ABR970460878146,ABR970460878146,Bioraffinerie Zerbst GmbH
ABR929692982794,ABR929692982794,Biorecycling - Spezialerdenproduktion und Vertriebs GmbH
ABR995410916822,ABR995410916822,Biorecycling Spezialerdenproduktion und Vertriebs GmbH
ABR910839483205,ABR910839483205,Biosell GmbH ＆ Co.KG
ABR959511301598,ABR959511301598,Biostrom Abrell GbR
ABR927180638253,ABR927180638253,Biostrom Achsheim e. G.
ABR982020457456,ABR982020457456,Biostrom Achsheim eG
ABR913610132101,ABR913610132101,Biostrom Alxing UG (haftungsbeschränkt)
ABR999055530504,ABR999055530504,Biostrom Andersbach GmbH ＆ Co. KG
ABR911880209493,ABR911880209493,Biostrom Fienstorf GmbH＆Co.KG
ABR968957949790,ABR968957949790,Biostrom GbR Hörning und Götz
ABR929893275749,ABR929893275749,"Biostrom Großvoigtsberg , Inh. Theunis de Boer"
ABR907285666894,ABR907285666894,Biostrom Heckelsmüller
ABR962382442659,ABR962382442659,Biostrom Kramer
ABR977057115745,ABR977057115745,Biostrom Musch GbR
ABR967349237798,ABR967349237798,Biostrom Oberhausen GmbH ＆ Co. KG
ABR985199544569,ABR985199544569,Biostrom Schmuggerow GmbH ＆ Co.KG
ABR904303247295,ABR904303247295,Biostrom Schneider GbR
ABR945405267903,ABR945405267903,Biostrom Volkert GbR
ABR969731705601,ABR969731705601,Biostrom Zoss GbR
ABR904924476715,ABR904924476715,Biotal Eselsburg GbR
ABR911759099125,ABR911759099125,Biotec Beteiligungs GmbH
ABR989416152056,ABR989416152056,Biotec West Gas GmbH ＆ Co. KG
ABR964517136570,ABR964517136570,Biotec Wielage GmbH ＆ Co. KG
ABR933981742129,ABR933981742129,Biothan GmbH
ABR990791460117,ABR990791460117,Biovoltaik Allgäu GmbH ＆ Co. KG
ABR990805704596,ABR990805704596,Biowert Industrie GmbH
ABR915984259385,ABR915984259385,Biowärme Deinstedt GmbH
ABR931134834004,ABR931134834004,Biowärme Gbr
ABR914189637448,ABR914189637448,Biowärme Greven GmbH ＆ Co. KG
ABR950681000397,ABR950681000397,Biowärme Linderbruch GmbH ＆ Co. KG
ABR990971980824,ABR990971980824,Biowärme Lohne GbR
ABR945986982882,ABR945986982882,Biowärme SL Langlingen GmbH ＆ Co. KG
ABR962594729838,ABR962594729838,Biowärme Wengen
ABR921025002056,ABR921025002056,Birgit＆Dr. Bertram Stitz GbR
ABR996949360650,ABR996949360650,Birkhof Energie KG
ABR980127251113,ABR980127251113,Birle Energie
ABR939444553592,ABR939444553592,Bischoff Biogas GbR
ABR948515706065,ABR948515706065,Bistensee Wärme
ABR992994559254,ABR992994559254,Bitburger Braugruppe GmbH
ABR906792197075,ABR906792197075,Bitzer Anton KG
ABR971574068508,ABR971574068508,Bitzer Bio LNG Betriebs GmbH
ABR992194762683,ABR992194762683,Bitzer Bioenergie GmbH
ABR983877375702,ABR983877375702,Bitzer Elektro GbR
ABR940079179002,ABR940079179002,Blaimer Biogas GbR
ABR988834608244,ABR988834608244,Blanc-Schönauer-Energie GbR
ABR964805976727,ABR964805976727,Blickle Energie GbR
ABR904995064781,ABR904995064781,Blinninger Bioenergie GBR Franz Blinninger
ABR987913510300,ABR987913510300,Block Biogas GmbH
ABR990524259513,ABR990524259513,Block Energie GmbH ＆ Co. KG
ABR910647112649,ABR910647112649,Blue Energy Bavaria
ABR981741047427,ABR981741047427,Blue Energy Senden
ABR957621878726,ABR957621878726,Blue Star - Energie OHG
ABR985159287840,ABR985159287840,Blum Biogas GmbH ＆ Co KG
ABR933951992097,ABR933951992097,Blumenhaus Bohlsen
ABR927230349689,ABR927230349689,Blumenstock GmbH
ABR940428237032,ABR940428237032,Blümel GmbH
ABR940268061422,ABR940268061422,Blümel regenerative Energien GmbH ＆ Co. KG
ABR960094140498,ABR960094140498,Boben Op Nahwärme und Kommunikation
ABR948069161105,ABR948069161105,Bobitz C4 Energie GmbH＆ Co.KG
ABR978627849619,ABR978627849619,Bockeler Biogas
ABR949075706601,ABR949075706601,Bockendorfer Bioenergie GmbH
ABR979481502399,ABR979481502399,Bockenemer Bioenergie GmbH ＆ CO.KG
ABR992630063206,ABR992630063206,Bockhorst Agrar GmbH
ABR918712327943,ABR918712327943,Boddiner Biogas GmbH ＆ Co. KG
ABR919525881578,ABR919525881578,Boddinobst GmbH Verwaltungsgesellschaft
ABR928200421176,ABR928200421176,Boehringer Ingelheim Pharma GmbH＆Co.KG
ABR988028382387,ABR988028382387,Bohnacker Biogas GmbH ＆ Co KG
ABR942064733534,ABR942064733534,Bollener-Bioenergie-GmbH＆Co.KG
ABR975625968557,ABR975625968557,Bollerhey Biogas
ABR926923857241,ABR926923857241,Bollongino-Kinkel-Lensing GbR
ABR936751887471,ABR936751887471,Bolte-Bio-Energie GmbH ＆ Co.KG
ABR949313992797,ABR949313992797,Boltjes GbR
ABR971676890656,ABR971676890656,Bonnhoff Buchenhof Bioenergie GmbH ＆ Co. KG
ABR959784617785,ABR959784617785,Borchers Biogas GmbH＆Co. KG
ABR908143230424,ABR908143230424,Borchers Biomassekraftwerk GmbH
ABR934861834347,ABR934861834347,Borchers Energie GmbH
ABR974633778769,ABR974633778769,Borne Energy GmbH
ABR938651544133,ABR938651544133,Borsteler Bioenergie GmbH ＆ Co. KG
ABR911526960009,ABR911526960009,Bosch GbR
ABR921057878384,ABR921057878384,Bott ＆ Hartmann GbR
ABR923027295184,ABR923027295184,Boßmann Bioenergie
ABR965802963017,ABR965802963017,Brader Armin Stromerzeugung
ABR993242986587,ABR993242986587,Brader Biogas KG
ABR953435824935,ABR953435824935,Brader Energie GbR
ABR902154473559,ABR902154473559,Brader Regenerative Energie GmbH ＆ Co. KG
ABR966575509792,ABR966575509792,Braig Energie GmbH ＆ Co. KG
ABR988956848764,ABR988956848764,Bramme GmbH ＆ CO.KG
ABR987950992411,ABR987950992411,Brand Bioenergie GmbH Co.KG
ABR926409115711,ABR926409115711,Brand Biogas GmbH＆Co. KG
ABR981488108290,ABR981488108290,Brand GmbH ＆ Co. KG
ABR988175828448,ABR988175828448,Brand Stefan
ABR933844242469,ABR933844242469,Brandlmeier Biogas GbR
ABR907242440208,ABR907242440208,Brandmayr Biogas GbR
ABR946384653053,ABR946384653053,Brandwitte Biogas GbR
ABR936539957266,ABR936539957266,Brasus GmbH
ABR931222852347,ABR931222852347,Brauer-Team-Energie GmbH & Co. KG
ABR977837893160,ABR977837893160,Braun Bioenergie GbR
ABR971126690003,ABR971126690003,Braun Biogas GbR
ABR950142768354,ABR950142768354,Braun Energie GbR
ABR946104474876,ABR950142768354,Braun Energie GbR
ABR955413911132,ABR955413911132,Braunegger Biogas GbR BHKW
ABR991982851172,ABR991982851172,Braunschweiger Versorgungs-AG ＆ Co. KG
ABR995347309001,ABR995347309001,Brebaum Biogas GmbH ＆ Co. KG
ABR913814301204,ABR913814301204,Bredegas GmbH ＆ Co. KG
ABR947534729871,ABR947534729871,Bredenbecker Biogas GmbH ＆ Co.KG
ABR949187057257,ABR949187057257,BreitnauEnergie eG
ABR958649752180,ABR958649752180,Bremer Energie GbR
ABR959029440000,ABR959029440000,Bremerhavener Entsorgungsgesellschaft mbH
ABR993371171489,ABR993371171489,Bremkens Orchids GmbH und CO KG
ABR998915994012,ABR998915994012,Brennauer Energie UG
ABR943474168947,ABR943474168947,Brennerei -und Energiegenossenschaft Buchberg eG
ABR967810524549,ABR967810524549,Brennholzwerk-Trier
ABR988130018327,ABR988130018327,Brennpunkt Energie GmbH
ABR987681084560,ABR987681084560,Brian BioEnergie GmbH
ABR976565358897,ABR976565358897,Briester Biogasenergie GmbH ＆ Co. KG
ABR961559978434,ABR961559978434,Brink-Biogas GbR
ABR999756080933,ABR999756080933,Brinker Biogas GbR
ABR949066226620,ABR949066226620,British American Tobacco (Germany) GmbH
ABR972378904894,ABR972378904894,Brockhausen Biogas GmbH ＆ Co. KG
ABR953163312070,ABR953163312070,Brokering Bioenergie GmbH ＆ Co. KG
ABR927644615165,ABR927644615165,Brokser Bioenergie GmbH＆Co.KG
ABR992017545134,ABR992017545134,Bruch Biogas GbR
ABR924963955057,ABR924963955057,Bruch Power GmbH ＆ Co.KG
ABR971920408477,ABR971920408477,Bruckner Energie GbR
ABR913095777644,ABR913095777644,Brugger GmbH＆Co.KG
ABR922253550135,ABR922253550135,Brummer Agrarenergie GbR
ABR905087066034,ABR905087066034,Brunauer Biogas GmbH ＆ Co. KG
ABR943974388647,ABR943974388647,Brunkhorst Bioenergie GmbH ＆ Co. KG
ABR984850655583,ABR984850655583,Brunnert Biogas KG
ABR998905114147,ABR998905114147,Bruns Biogas GbR
ABR945005612837,ABR945005612837,Bruns u. Waden BHKW GbR
ABR951129205558,ABR951129205558,Brökelmann + Co Oelmühle GmbH + Co
ABR935752308084,ABR935752308084,Bröker Bioenergie GBR
ABR955113223344,ABR955113223344,Brömmer Energie KG
ABR900061619435,ABR900061619435,Brücklmayr Biogas
ABR930182515309,ABR930182515309,Brühlhag Energie Torsten Banholzer
ABR940139801041,ABR940139801041,Brümmer-Uenzen GmbH ＆ Co. KG
ABR997393338509,ABR997393338509,BuS Energie GmbH
ABR941507469146,ABR941507469146,Buchholz Naturstrom GmbH ＆ Co. KG
ABR968993105167,ABR968993105167,Buchmann Bioenergie GmbH ＆ Co KG
ABR958323719225,ABR958323719225,Buck Bioenergie GbR
ABR941000314981,ABR941000314981,Buck Energie GmbH ＆ Co. KG
ABR917886254710,ABR917886254710,Buck Transport
ABR927673716611,ABR927673716611,Budissa Agrar GmbH Kubschütz
ABR961867869851,ABR961867869851,Buhl Biogas GbR
ABR979307730982,ABR979307730982,Bulle ＆ Co GbR
ABR972704374032,ABR972704374032,Bullenmast Limeshof eGbR
ABR955726384203,ABR955726384203,Bulmare
ABR926290365882,ABR926290365882,Bumberger Siegfried Biogasanlage GBR
ABR905192967813,ABR905192967813,Burandt Benjamin GmbH ＆ Co. KG
ABR996664619262,ABR996664619262,Burfeindt-Tomforde Energieerzeugungs GmbH ＆ Co. KG
ABR997594296851,ABR997594296851,Burggas
ABR984866856851,ABR984866856851,Burgwall Agrar GmbH
ABR925956803676,ABR925956803676,Burgwedeler Biogas GmbH ＆ Co. KG
ABR947495073891,ABR947495073891,Burkhardt GmbH
ABR956230312508,ABR956230312508,Burkhardt Haustechnik GmbH
ABR900911454292,ABR900911454292,Burkhardt-Energie GmbH ＆ Co.KG
ABR945153941162,ABR945153941162,Burower Alternative Energien GmbH
ABR926310274224,ABR926310274224,Burth Energie GbR
ABR964588291079,ABR964588291079,Busch Energie KG Busch Christian
ABR961911539334,ABR961911539334,Busch-Energy
ABR913298586401,ABR913298586401,Busche Bioenergie GmbH ＆ Co. KG
ABR902287027650,ABR902287027650,Buschheuer Bau- und Korrosionsschut z GmbH
ABR900847989912,ABR900847989912,Butscher Wolfgang
ABR966812862727,ABR966812862727,Butz Bioenergie Gbr.
ABR983539257773,ABR983539257773,Bäderbetriebsgesellschaft Burscheid mbH
ABR923675886093,ABR923675886093,Bädergesellschaft Lünen mbH
ABR906453833779,ABR906453833779,Bähre ＆ Cantrup-Knoop GmbH ＆ Co KG
